source_id,first_name,last_name,institution
2025,Quoc,Le,Google
2025,Oriol,Vinyals,Google
2025,Ilya,Sutskever,Google
2025,David,Sussillo,Google
2025,Samy,Bengio,Google Brain
2244,Peter,Battaglia,Google DeepMind
2244,Razvan,Pascanu,Google DeepMind
2244,Matthew,Lai,Google DeepMind
2244,Danilo,Jimenez Rezende,Google DeepMind
2244,koray,kavukcuoglu,Google DeepMind
817,Victor,Picheny,Institut National de la Recherche Agronomique
817,Robert,Gramacy,Virginia Tech
817,Stefan,Wild,Argonne National Lab
817,Sebastien,Le Digabel,École Polytechnique de Montréal
1067,Jeremy,Maitin-Shepard,Google
1067,Viren,Jain,Google
1067,Michal,Januszewski,Google
1067,Peter,Li,Google
1067,Pieter,Abbeel,OpenAI / UC Berkeley / Gradescope
187,Tom,Rainforth,University of Oxford
187,Tuan Anh,Le,University of Oxford
187,Jan-Willem,van de Meent,University of Oxford
187,Michael,Osborne,U Oxford
187,Frank,Wood,University of Oxford
320,Francesco,Orabona,Yahoo Research
320,David,Pal,Google
2069,Evgeniya,Ustinova,Skoltech
2069,Victor,Lempitsky,Skolkovo Institute of Science and Technology (Skoltech)
2230,Ashkan,Norouzi-Fard,EPFL
2230,Abbas,Bazzi,EPFL
2230,Ilija,Bogunovic,EPFL Lausanne
2230,Marwa,El Halabi,l
2230,Ya-Ping,Hsieh,EPFL
2230,Volkan,Cevher,EPFL
2609,Farshad,Lahouti,Caltech
2609,Babak,Hassibi,Caltech
2495,Moontae,Lee,Cornell University
2495,Seok Hyun,Jin,Cornell University
2495,David,Mimno,Cornell University
301,Pan,Zhang,Institute of Theoretical Physics
399,Rémi,Flamary,Université Côte d'Azur
399,Cédric,Févotte,CNRS
399,Nicolas,Courty,IRISA / University South Brittany
399,Valentin,Emiya,Aix-Marseille University
1548,Gregory,Rogez,Inria
1548,Cordelia,Schmid,Inria Grenoble
337,Dennis,Wei,IBM Research
169,Yunhe,Wang,Peking University
169,Chang,Xu,Peking University
169,Shan,You,
169,Dacheng,Tao,Nanyang Technological University
169,Chao,Xu,Peking University
1386,Jiyan,Yang,Stanford University
1386,Michael,Mahoney,UC Berkeley
1386,Michael,Saunders,Stanford University
1386,Yuekai,Sun,University of Michigan
352,Alexey,Dosovitskiy,University of Freiburg
352,Thomas,Brox,University of Freiburg
304,Andreas,Veit,Cornell University
304,Michael,Wilber,Cornell Tech
304,Serge,Belongie,Cornell University
1028,Guillaume,Rabusseau,Aix-Marseille University
1028,Hachem,Kadri,Aix-Marseille University
2254,Chi,Jin,UC Berkeley
2254,Sham,Kakade,University of Washington
2254,Praneeth,Netrapalli,Microsoft Research
2046,Chi,Jin,UC Berkeley
2046,Yuchen,Zhang,UC Berkeley
2046,Sivaraman,Balakrishnan,CMU
2046,Martin,Wainwright,UC Berkeley
2046,Michael,Jordan,UC Berkeley
1073,James,Atwood,UMass Amherst
1073,Don,Towsley,UMass Amherst
2117,Tue,Herlau,Technical University of Denmark
2117,Mikkel,Schmidt,DTU
2117,Morten,Mørup,Technical University of Denmark
1216,Feng,Nan,Boston University
1216,Joseph,Wang,Boston University
1216,Venkatesh,Saligrama,Boston University
819,Sung-Soo,Ahn,KAIST
819,Michael,Chertkov,Los Alamos National Laboratory
819,Jinwoo,Shin,KAIST
2126,Travis,Monk,University of Oldenburg
2126,Cristina,Savin,IST Austria
2126,Jörg,Lücke,University of Oldenburg
2383,Peter,Schulam,Johns Hopkins University
2383,Raman,Arora,Johns Hopkins University
1454,Gustavo,Malkomes,Washington University
1454,Charles,Schaff,Washington University in St. Louis
1454,Roman,Garnett,Washington University in St. Louis
1639,Reza,Eghbali,University of washington
1639,Maryam,Fazel,University of Washington
949,Yizhe,Zhang,Duke university
949,Xiangyu,Wang,Duke University
949,Changyou,Chen,Duke University
949,Ricardo,Henao,Duke University
949,Kai,Fan,Duke university
949,Lawrence,Carin,Duke University
2438,Maia,Fraser,University of Ottawa
1405,Nicolas,Boumal,Princeton University
1405,Vlad,Voroninski,MIT
1405,Afonso,Bandeira,
125,Maximilian,Balandat,UC Berkeley
125,Walid,Krichene,UC Berkeley
125,Claire,Tomlin,UC Berkeley
125,Alexandre,Bayen,UC Berkeley
1725,Christoph,Feichtenhofer,Graz University of Technology
1725,Axel,Pinz,Graz University of Technology
1725,Richard,Wildes,York University Toronto
1803,Jack,Rae,Google DeepMind
1803,Jonathan,Hunt,Brain Corporation
1803,Ivo,Danihelka,Google DeepMind
1803,Timothy,Harley,Google DeepMind
1803,Andrew,Senior,Google DeepMind
1803,Gregory,Wayne,Google DeepMind
1803,Alex,Graves,Google DeepMind
1803,Timothy,Lillicrap,Google DeepMind
340,Daniel,Ritchie,Stanford University
340,Anna,Thomas,Stanford University
340,Pat,Hanrahan,Stanford University
340,Noah,Goodman,Stanford University
1722,Andrey,Lokhov,Los Alamos National Laboratory
1978,Chen-Yu,Wei,Academia Sinica
1978,Yi-Te,Hong,Academia Sinica
1978,Chi-Jen,Lu,Academia Sinica
1430,Ming,Yu,The University of Chicago
1430,Mladen,Kolar,University of Chicago
1430,Varun,Gupta,University of Chicago
1094,Wei,Wen,University of Pittsburgh
1094,Chunpeng,Wu,University of Pittsburgh
1094,Yandan,Wang,University of Pittsburgh
1094,Yiran,Chen,University of Pittsburgh
1094,Hai,Li,University of Pittsburg
457,Weiran,Wang,"University of California, Merced"
457,Jialei,Wang,University of Chicago
457,Dan,Garber,Technion
457,Dan,Garber,Toyota Technological Institute at Chicago
457,Nati,Srebro,TTI-Chicago
628,Sven,Eberhardt,Brown University
628,Jonah,Cader,Brown University
628,Thomas,Serre,Brown University
921,Subhashini,Krishnasamy,The University of Texas at Austin
921,Rajat,Sen,The University of Texas at Austin
921,Ramesh,Johari,Stanford University
921,Sanjay,Shakkottai,The University of Texas at Aus
2289,Trung,Le,University of Pedagogy Ho Chi Minh city
2289,Tu,Nguyen,Deakin University
2289,Vu,Nguyen,Deakin University
2289,Dinh,Phung,Deakin University
2340,Yang,You,UC Berkeley
2340,Xiangru,Lian,University of Rochester
2340,Ji,Liu,University of Rochester
2340,Hsiang-Fu,Yu,University of Texas at Austin
2340,Inderjit,Dhillon,University of Texas at Austin
2340,James,Demmel,UC Berkeley
2340,Cho-Jui,Hsieh,UC Davis
816,Boris,Belousov,TU Darmstadt
816,Gerhard,Neumann,University of Lincoln
816,Constantin,Rothkopf,TU Darmstadt
816,Jan,Peters,TU Darmstadt & MPI Intelligent Systems
1920,Michal,Feldman,TAU
1920,Tomer,Koren,Technion---Israel Inst. of Technology
1920,Roi,Livni,Huji
1920,Yishay,Mansour,Microsoft
1920,Aviv,Zohar,huji
62,Jiajun,Wu,MIT
62,Chengkai,Zhang,Massachusetts Institute of Technology
62,Tianfan,Xue,MIT CSAIL
62,Bill,Freeman,MIT/Google
62,Josh,Tenenbaum,MIT
1572,Eli,Gutin,Massachusetts Institute of Tec
1572,Vivek,Farias,Massachusetts Institute of Technology
1144,Hongseok,Namkoong,Stanford University
1144,John,Duchi,Stanford
1292,Weihao,Gao,UIUC
1292,Sewoong,Oh,UIUC
1292,Pramod,Viswanath,UIUC
216,Konstantinos,Bousmalis,Google Brain
216,George,Trigeorgis,Google
216,Nathan,Silberman,Google
216,Dilip,Krishnan,Google
216,Dumitru,Erhan,Google
1075,Feras,Saad,MIT
1075,Vikash,Mansinghka,MIT
2368,Antoine,Desir,Columbia University
2368,Vineet,Goyal,Columbia University
2368,Srikanth,Jagabathula,NYU Stern School of Business
2368,Danny,Segev,University of Haifa
582,Xinan,Wang,UCSD
582,Sanjoy,Dasgupta,UC San Diego
148,Zohar,Karnin,Yahoo Research
148,Oren,Anava,Technion
1606,Davood,Hajinezhad,Iowa State University
1606,Mingyi,Hong,iowa state university
1606,Tuo,Zhao,Johns Hopkins University
1606,Zhaoran,Wang,Princeton University
1854,Eric,Schulz,University College London
1854,Josh,Tenenbaum,MIT
1854,David,Duvenaud,University of Toronto
1854,Maarten,Speekenbrink,University College London
1854,Samuel,Gershman,Harvard University
869,Bryant,Chen,UCLA
2450,Philip,Bachman,Maluuba
1773,Karol,Gregor,Google DeepMind
1773,Frederic,Besse,Google DeepMind
1773,Danilo,Jimenez Rezende,Google DeepMind
1773,Ivo,Danihelka,Google DeepMind
1773,Daan,Wierstra,Google DeepMind
894,Zeyuan,Allen-Zhu,Princeton University
894,Yang,Yuan,Cornell University
894,Karthik,Sridharan,University of Pennsylvania
945,Carl-Johann,Simon-Gabriel,MPI Tuebingen
945,Adam,Scibior,University of Cambridge
945,Ilya,Tolstikhin,MPI for Intelligent Systems
945,Bernhard,Schölkopf,"MPI for Intelligent Systems Tübingen, Germany"
1199,Aurko,Roy,Georgia Tech
1199,Sebastian,Pokutta,GeorgiaTech
1507,Jianxu,Chen,University of Notre Dame
1507,Lin,Yang,University of Notre Dame
1507,Yizhe,Zhang,University of Notre Dame
1507,Mark,Alber,University of Notre Dame
1507,Danny,Chen,University of Notre Dame
2533,Kiarash,Shaloudegi,Imperial College London
2533,András,György,Imperial College London
2533,Csaba,Szepesvari,U. Alberta
2533,Wilsun,Xu,University of Alberta
1382,Lalit,Jain,University of Michigan
1382,Kevin,Jamieson,UC Berkeley
1382,Rob,Nowak,University of Wisconsin Madison
1664,Alina,Beygelzimer,Yahoo Inc
1664,Daniel,Hsu,Columbia University
1664,John,Langford,Microsoft Research New York
1664,Chicheng,Zhang,UCSD
382,Aaron,Defazio,Ambiata
258,Ming-Yu,Liu,MERL
258,Oncel,Tuzel,Mitsubishi Electric Research Labs (MERL)
1050,Ilya,Tolstikhin,MPI for Intelligent Systems
1050,Bharath,Sriperumbudur,Penn State University
1050,Bernhard,Schölkopf,"MPI for Intelligent Systems Tübingen, Germany"
1410,Zhen,Xu,SUNY at Buffalo
1410,Wen,Dong,University at Buffalo
1410,Sargur,Srihari,University at Buffalo
874,Paul,Lagrée,Université Paris Sud
874,Claire,Vernade,Université Paris Saclay
874,Olivier,Cappe,
2127,Hado,van Hasselt,DeepMind
2127,Arthur,Guez,Google
2127,Arthur,Guez,Google DeepMind
2127,Matteo,Hessel,Google DeepMind
2127,Volodymyr,Mnih,Google DeepMind
2127,David,Silver,DeepMind
1612,S. M. Ali,Eslami,Google DeepMind
1612,Nicolas,Heess,Google DeepMind
1612,Theophane,Weber,Google DeepMind
1612,Yuval,Tassa,Google DeepMind
1612,David,Szepesvari,Google DeepMind
1612,koray,kavukcuoglu,Google DeepMind
1612,Geoffrey,Hinton,Google
2436,Edwin,Stoudenmire,Univ of California Irvine
2436,David,Schwab,Northwestern University
1310,Corinna,Cortes,Google Research
1310,Vitaly,Kuznetsov,Courant Institute
1310,Mehryar,Mohri,"Courant Institute, NYU & Google"
1310,Scott,Yang,New York University
1859,Alnur,Ali,Carnegie Mellon University
1859,J. Zico,Kolter,Carnegie Mellon University
1859,Ryan,Tibshirani,Carnegie Mellon University
1068,Felix Xinnan,Yu,Google Research
1068,Ananda Theertha,Suresh,"University of California, San Diego"
1068,Krzysztof,Choromanski,Google Brain Robotics
1068,Daniel,Holtmann-Rice,Google Inc
1068,Sanjiv,Kumar,Google
2267,Yichen,Wang,Georgia Tech
2267,Nan,Du,Georgia Tech
2267,Rakshit,Trivedi,Georgia Institute of Technolo
2267,Le,Song,Georgia Institute of Technology
694,Vignesh,Ganapathiraman,University Of Illinois at Chicago
694,Xinhua,Zhang,UIC
694,Yaoliang,Yu,Carnegie Mellon University
694,Junfeng,Wen,UofA
444,Ashok,Cutkosky,Stanford University
444,Kwabena,Boahen,Stanford University
239,Eugene,Ndiaye,Télécom ParisTech
239,Olivier,Fercoq,Telecom ParisTech
239,Alexandre,Gramfort,"CNRS LTCI, Telecom Paristech"
239,Joseph,Salmon,Télécom ParisTech
684,Chen,Huang,Chinese University of HongKong
684,Chen Change,Loy,The Chinese University of HK
684,Xiaoou,Tang,The Chinese University of Hong Kong
2530,Ruitong,Huang,University of Alberta
2530,Tor,Lattimore,Indiana University
2530,András,György,Imperial College London
2530,Csaba,Szepesvari,U. Alberta
1153,Sainbayar,Sukhbaatar,NYU
1153,arthur,szlam,Facebook
1153,Rob,Fergus,New York University
1497,Peng,Xu,Stanford University
1497,Jiyan,Yang,Stanford University
1497,Fred,Roosta,University of California Berkeley
1497,Christopher,Ré,
1497,Michael,Mahoney,UC Berkeley
1185,Been,Kim,Allen Institute of Artificial Intelligence
1185,Rajiv,Khanna,rajivak@utexas.edu
1185,Oluwasanmi,Koyejo,UIUC
235,Jifeng,Dai,Microsoft
235,Yi,Li,Tsinghua University
235,Kaiming,He,Microsoft
235,Jian,Sun,Microsoft
2469,Amin,Jalali,University of Washington
2469,Qiyang,Han,University of Washington
2469,Ioana,Dumitriu,University of Washington
2469,Maryam,Fazel,University of Washington
342,Kun,He,Huazhong University of Science and Technology
342,Yan,Wang,HUAZHONG UNIVERSITY OF SCIENCE
342,John,Hopcroft,Cornell University
1049,Ryan,Rogers,University of Pennsylvania
1049,Aaron,Roth,University of Pennsylvania
1049,Jonathan,Ullman,Northeastern University
1049,Salil,Vadhan,Harvard University
2221,Xinyang,Yi,UT Austin
2221,Zhaoran,Wang,Princeton University
2221,Zhuoran,Yang,Princeton University
2221,Constantine,Caramanis,UT Austin
2221,Han,Liu,Princeton University
1413,Ofir,David,Technion - Israel institute of technology
1413,Shay,Moran,Technion - Israel institue of Technology
1413,Amir,Yehudayoff,Technion - Israel institue of Technology
2123,Kévin,Degraux,Université catholique de Louva
2123,Gabriel,Peyré,Université Paris Dauphine
2123,Jalal,Fadili,CNRS-ENSICAEN-Univ. Caen
2123,Laurent,Jacques,Université catholique de Louvain
1954,Yujia,Shen,UCLA
1954,Arthur,Choi,UCLA
1954,Adnan,Darwiche,UCLA
501,Di,He,Microsoft
501,Yingce,Xia,USTC
501,Tao,Qin,Microsoft
501,Liwei,Wang,Peking University
501,Nenghai,Yu,USTC
501,Tie-Yan,Liu,Microsoft
501,Wei-Ying,Ma,Microsoft
317,Gang,Wang,University of Minnesota
317,Georgios,Giannakis,University of Minnesota
1928,Daniel,Neil,Institute of Neuroinformatics
1928,Michael,Pfeiffer,Institute of Neuroinformatics
1928,Shih-Chii,Liu,"Institute for Neuroinformatics, University of Zurich and ETH Zurich"
2141,Alp,Yurtsever,EPFL
2141,Bang Cong,Vu,"LIONS, EPFL"
2141,Volkan,Cevher,EPFL
1685,Anh,Nguyen,University of Wyoming
1685,Alexey,Dosovitskiy,University of Freiburg
1685,Jason,Yosinski,Cornell
1685,Thomas,Brox,University of Freiburg
1685,Jeff,Clune,University of Wyoming
537,Remi,Lam,MIT
537,Karen,Willcox,MIT
537,David,Wolpert,NASA Ames Research  Center
586,Kirthevasan,Kandasamy,CMU
586,Gautam,Dasarathy,Carnegie Mellon University
586,Junier,Oliva,Carnegie Mellon University
586,Jeff,Schneider,CMU
586,Barnabas,Poczos,Carnegie Mellon University
2330,Yongbo,Li,Xidian University
2330,Weisheng,Dong,Xidian University
2330,Xuemei,Xie,Xidian University
2330,GUANGMING,Shi,Xidian University
2330,Xin,Li,WVU
2330,Donglai,Xu,Teesside University
248,jean,barbier,EPFL
248,Mohamad,Dia,EPFL
248,Nicolas,Macris,EPFL
248,Florent,Krzakala,Ecole Normale Superieure Paris
248,Thibault,Lesieur,IPHT Saclay
248,Lenka,Zdeborová,CNRS and CEA Saclay
823,Mohammad,Saberian,Netflix
823,Jose,Costa Pereira,UC San Diego
823,Can,Xu,Google
823,Jian,Yang,Yahoo Research
823,Nuno,Nvasconcelos,UC San Diego
275,Vu,Dinh,Fred Hutchinson Cancer Center
275,Lam,Ho,UCLA
275,Binh,Nguyen,University of Science
275,Duy,Nguyen,University of Wisconsin-Madison
1786,Liangbei,Xu,Gatech
1786,Mark,Davenport,Georgia Institute of Technology
1809,Blake,Woodworth,Toyota Technological Institute
1809,Nati,Srebro,TTI-Chicago
1908,Ivan,Herreros,Universitat Pompeu Fabra
1908,Xerxes,Arsiwalla,Pompeu Fabra University
1908,Paul,Verschure,ICREA - Universitat Pompeu Fabra
105,Zohar,Karnin,Yahoo Research
132,Peng,Wang,UCLA
132,Xiaohui,Shen,Adobe Research
132,Bryan,Russell,Adobe
132,Scott,Cohen,Adobe Research
132,Brian,Price,
132,Alan,Yuille,UCLA
1916,Miguel,Bautista,Heidelberg University
1916,Artsiom,Sanakoyeu,Heidelberg University
1916,Ekaterina,Tikhoncheva,Heidelberg University
1916,Bjorn,Ommer,Heidelberg University
2265,Justin,Khim,University of Pennsylvania
2265,Varun,Jog,University of Wisconsin - Madison
2265,Po-Ling,Loh,Berkeley
1778,Alexander,Ratner,Stanford University
1778,Christopher,De Sa,Stanford University
1778,Sen,Wu,Stanford University
1778,Daniel,Selsam,Stanford
1778,Christopher,Ré,Stanford University
811,Brenda,Betancourt,Duke University
811,Giacomo,Zanella,The University of Warick
811,Jeffrey,Miller,Duke University
811,Hanna,Wallach,Microsoft Research
811,Abbas,Zaidi,Duke University
811,Rebecca,Steorts,Duke University
1127,Dogyoon,Song,MIT
1127,Christina,Lee,MIT
1127,Yihua,Li,MIT
1127,Devavrat,Shah,Massachusetts Institute of Technology
445,Miguel,Carreira-Perpinan,UC Merced
445,Ramin,Raziperchikolaei,UC Merced
1093,Xinran,He,USC
1093,Ke,Xu,USC
1093,David,Kempe,USC
1093,Yan,Liu,University of Southern California
2158,Tuomas,Haarnoja,UC Berkeley
2158,Anurag,Ajay,UC Berkeley
2158,Sergey,Levine,University of Washington
2158,Pieter,Abbeel,OpenAI / UC Berkeley / Gradescope
1129,Xi,Chen,Columbia University
1129,Xi,Chen,Columbia University
1129,Yu,Cheng,U of Southern California
1129,Bo,Tang,University of Oxford
635,Timothy,Rubin,Indiana University
635,Oluwasanmi,Koyejo,UIUC
635,Michael,Jones,Indiana University
635,Tal,Yarkoni,University of Texas at Austin
598,George,Papamakarios,University of Edinburgh
598,Iain,Murray,University of Edinburgh
1855,Casper Kaae,Sønderby,University of Copenhagen
1855,Tapani,Raiko,Apple Inc.
1855,Lars,Maaløe,Technical University of Denmark
1855,Søren Kaae,Sønderby,KU
1855,Ole,Winther,Technical University of Denmark
1013,Kihyuk,Sohn,NEC Laboratories America
1899,Mohammad Javad,Hosseini,University of Washington
1899,Su-In,Lee,University of Washington
1368,Kevin,Winner,UMass CICS
1368,Daniel,Sheldon,University of Massachusetts Amherst
733,Emmanuel,Abbe,Princeton University
733,Colin,Sandon,Princeton University
250,Han,Zhao,Carnegie Mellon University
250,Pascal,Poupart,University of Waterloo
250,Geoffrey,Gordon,CMU
1487,Risi,Kondor,The University of Chicago
1487,Horace,Pan,UChicago
1163,Jose,Alvarez,NICTA
1163,Mathieu,Salzmann,EPFL
480,Jinzhuo,Wang,PKU
480,Wenmin,Wang,peking university
480,xiongtao,Chen,peking university
480,Ronggang,Wang,peking university
480,Wen,Gao,peking university
2518,Chris Junchi,Li,Princeton University
2518,Zhaoran,Wang,Princeton University
2518,Han,Liu,Princeton University
1944,Ransalu,Senanayake,The University of Sydney
1944,Lionel,Ott,The University of Sydney
1944,Simon,O'Callaghan,NICTA
1944,Fabio,Ramos,The University of Sydney
210,Xiao,Chu,Cuhk
210,Wanli,Ouyang,The Chinese University of Hong Kong
210,hongsheng,Li,cuhk
210,Xiaogang,Wang,Chinese University of Hong Kong
1074,Scott,Linderman,Columbia University
1074,Ryan,Adams,Harvard and Twitter
1074,Jonathan,Pillow,Princeton University
2283,Chang,Liu,University of Maryland
2283,Xinyun,Chen,Shanghai Jiaotong University
2283,Eui Chul,Shin,UC Berkeley
2283,Mingcheng,Chen,University of Illinois
2283,Dawn,Song,UC Berkeley
832,Matthias,Bauer,University of Cambridge
832,Mark,van der Wilk,University of Cambridge
832,Carl Edward,Rasmussen,University of Cambridge
1839,Grégoire,Montavon,TU Berlin
1839,Klaus-Robert,Müller,TU Berlin
1839,Marco,Cuturi,ENSAE - CREST
2589,Necdet Serhat,Aybat,Penn State University
2589,Erfan,Yazdandoost Hamedani,Penn State University
1726,Behnam,Neyshabur,TTI-Chicago
1726,Yuhuai,Wu,University of Toronto
1726,Russ,Salakhutdinov,University of Toronto
1726,Nati,Srebro,TTI-Chicago
1853,Jiecao,Chen,Indiana University Bloomington
1853,He,Sun,The University of Bristol
1853,David,Woodruff,IBM Research
1853,Qin,Zhang,Indiana University Bloomington
914,Corinna,Cortes,Google Research
914,Giulia,DeSalvo,New York University
914,Mehryar,Mohri,"Courant Institute, NYU & Google"
128,Yuanjun,Gao,Columbia University
128,Evan,Archer,Columbia University
128,Liam,Paninski,Columbia University
128,John,Cunningham,University of Columbia
616,Yingzhen,Li,University of Cambridge
616,Richard,Turner,University of Cambridge
1502,Chang,Liu,Tsinghua University
1502,Jun,Zhu,Tsinghua University
1502,Yang,Song,Stanford University
2504,Nicolo,Colombo,Univ of Luxembourg
2504,Nikos,Vlassis,Adobe Research
1374,Ji,Xu,Columbia university
1374,Daniel,Hsu,Columbia University
1374,Arian,Maleki,Columbia University
826,Artem,Sokolov,Heidelberg University
826,Julia,Kreutzer,Heidelberg University
826,Stefan,Riezler,Heidelberg University
826,Christopher,Lo,
1376,Shantanu,Jain,Indiana University
1376,Martha,White,Indiana University
1376,Predrag,Radivojac,Indiana University
2103,Farzan,Farnia,Stanford University
2103,David,Tse,Stanford University
2335,Jean-Bastien,Grill,Inria Lille - Nord Europe
2335,Michal,Valko,Inria Lille - Nord Europe
2335,Remi,Munos,Google DeepMind
2020,Yin Cheng,Ng,University College London
2020,Pawel,Chilinski,University College London
2020,Ricardo,Silva,University College London
1311,Zhe,Li,The University of Iowa
1311,Boqing,Gong,University of Central Florida
1311,Tianbao,Yang,University of Iowa
2173,Pedro,Mercado,Saarland University
2173,Francesco,Tudisco,Saarland University
2173,Matthias,Hein,Saarland University
1571,Ilya,Shpitser,Johns Hopkins University
1689,Mathias,Niepert,NEC Labs Europe
1293,Fan,Yang,University of Chicago
1293,Rina,Foygel Barber,University of Chicago
1293,Prateek,Jain,Microsoft Research
1293,John,Lafferty,University of Chicago
1134,Xi,Chen,UC Berkeley and OpenAI
1134,Yan,Duan,UC Berkeley
1134,Rein,Houthooft,Ghent University - iMinds and UC Berkeley and OpenAI
1134,John,Schulman,OpenAI
1134,Ilya,Sutskever,Google
1134,Pieter,Abbeel,OpenAI / UC Berkeley / Gradescope
1048,Uygar,Sümbül,Columbia University
1048,Douglas,Roossien,University of Michigan
1048,Dawen,Cai,University of Michigan
1048,Fei,Chen,Massachusetts Institute of Technology
1048,Nicholas,Barry,Massachusetts Institute of Technology
1048,John,Cunningham,University of Columbia
1048,Edward,Boyden,Massachusetts Institute of Technology
1048,Liam,Paninski,Columbia University
887,Alhussein,Fawzi,Ecole Polytechnique Federale de Lausanne (EPFL)
887,Seyed-Mohsen,Moosavi-Dezfooli,EPFL
887,Pascal,Frossard,EPFL
1474,Matthew,Johnson,MIT
1474,David,Duvenaud,University of Toronto
1474,Alex,Wiltschko,Harvard University and Twitter
1474,Ryan,Adams,Harvard and Twitter
1474,Sandeep,Datta,Harvard Medical School
542,Yusuf,Aytar,MIT
542,Carl,Vondrick,MIT
542,Antonio,Torralba,MIT
2582,Ian En-Hsu,Yen,University of Texas at Austin
2582,Xiangru,Huang,University of Texas at Austin
2582,Kai,Zhong,University of Texas at Austin
2582,Ruohan,Zhang,University of Texas at Austin
2582,Pradeep,Ravikumar,Carnegie Mellon University
2582,Inderjit,Dhillon,University of Texas at Austin
1263,Jason,Hartford,University of British Columbia
1263,James,Wright,University of British Columbia
1263,Kevin,Leyton-Brown,University of British Columbia
1769,Yining,Wang,Carnegie Mellon University
1769,Anima,Anandkumar,UC Irvine
150,Ruth,Heller,Tel-Aviv University
150,Yair,Heller,Independent
271,Shuyang,Gao,University of Southern California
271,Greg,Ver Steeg,University of Southern California
271,Aram,Galstyan,USC Information Sciences Inst
1391,Wataru,Kumagai,Kanagawa University
1485,Rong,Ge,Princeton University
1485,Jason,Lee,UC Berkeley
1485,Tengyu,Ma,Princeton University
1687,Brian,Dolhansky,University of Washington
1687,Jeff,Bilmes,University of Washington
1053,Ji Hyun,Bak,Princeton University
1053,Jung Yoon,Choi,
1053,Athena,Akrami,
1053,Ilana,Witten,
1053,Jonathan,Pillow,Princeton University
1620,Sheng,Chen,University of Minnesota
1620,Arindam,Banerjee,University of Minnesota
1451,ALEXANDROS,GEORGOGIANNIS,TECHNICAL UNIVERSITY OF CRETE
95,Zequn,Jie,National Univ of Singapore
95,Xiaodan,Liang,Sun Yat-sen University
95,Jiashi,Feng,National University of Singapo
95,Xiaojie,Jin,NUS
95,Wen,Lu,National Univ of Singapore
95,Shuicheng,Yan,National University of Singapore
2068,Michalis,Titsias RC AUEB,Athens University of Economics and Business
2564,Aaron,Schein,UMass Amherst
2564,Hanna,Wallach,Microsoft Research
2564,Mingyuan,Zhou,University of Texas at Austin
1642,Motonobu,Kanagawa,The Institute of Statistical Mathematics
1642,Bharath,Sriperumbudur,Penn State University
1642,Kenji,Fukumizu,Institute of Statistical Mathematics
1517,Thibaut,Horel,Harvard University
1517,Yaron,Singer,Harvard University
1371,Yuxun,Zhou,UC Berkeley
1371,Costas,Spanos,"University of California, Berkeley"
2102,Zhao,Song,Duke University
2102,Ronald,Parr,Duke University
2102,Xuejun,Liao,Duke University
2102,Lawrence,Carin,Duke University
1140,Kai,Zhong,UT AUSTIN
1140,Prateek,Jain,Microsoft Research
1140,Inderjit,Dhillon,University of Texas at Austin
1025,David,Harwath,MIT CSAIL
1025,Antonio,Torralba,MIT CSAIL
1025,James,Glass,MIT CSAIL
725,Ramya,Korlakai Vinayak,Caltech
725,Babak,Hassibi,Caltech
289,Luca,Bertinetto,University of Oxford
289,João,Henriques,University of Oxford
289,Jack,Valmadre,University of Oxford
289,Philip,Torr,Oxford University
289,Andrea,Vedaldi,University of Oxford
1358,Huishuai,Zhang,Syracuse University
1358,Yingbin,Liang,Syracuse University
1036,Bo,Li,Vanderbilt University
1036,Yining,Wang,Carnegie Mellon University
1036,Aarti,Singh,Carnegie Mellon University
1036,Yevgeniy,Vorobeychik,Vanderbilt University
1029,Pascal,Germain,Laval University
1029,Francis,Bach,INRIA - Ecole Normale Superieure
1029,Alexandre,Lacoste,Universite de Montreal
1029,Simon,Lacoste-Julien,INRIA
2082,Chengtao,Li,MIT
2082,Suvrit,Sra,MIT
2082,Stefanie,Jegelka,MIT
526,Hsiang-Fu,Yu,University of Texas at Austin
526,Nikhil,Rao,Technicolor
526,Inderjit,Dhillon,University of Texas at Austin
202,Yangyan,Li,Stanford University
202,Soeren,Pirk,Stanford University
202,Hao,Su,Stanford University
202,Charles,Qi,Stanford University
202,Leonidas,Guibas,Stanford University
1423,Mandar,Dixit,UC San Diego
1423,Nuno,Vasconcelos,UC San Diego
992,Saizheng,Zhang,University of Montreal
992,Yuhuai,Wu,University of Toronto
992,Tong,Che,IHES
992,Zhouhan,Lin,University of Montreal
992,Roland,Memisevic,University of Montreal
992,Russ,Salakhutdinov,University of Toronto
992,Yoshua,Bengio,U. Montreal
1350,Marc,Vuffray,Los Alamos National Laboratory
1350,Sidhant,Misra,Los Alamos National Laboratory
1350,Andrey,Lokhov,Los Alamos National Laboratory
1350,Michael,Chertkov,Los Alamos National Laboratory
1765,Aris,Anagnostopoulos,Sapienza University of Rome
1765,Jakub,Łącki,Sapienza University of Rome
1765,Silvio,Lattanzi,Google
1765,Stefano,Leonardi,Sapienza University of Rome
1765,Mohammad,Mahdian,Google Research
754,Suriya,Gunasekar,UT Austin
754,Oluwasanmi,Koyejo,UIUC
754,Joydeep,Ghosh,UT Austin
1581,Wen-Hao,Zhang,Institute of Neuroscience
1581,He,Wang,HKUST
1581,K. Y. Michael,Wong,HKUST
1581,Si,Wu,Beijing Normal University
2170,Carlo,Ciliberto,MIT
